006208 富邦台50--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/06,2882,國泰金,"23,523",1.27,"1,387,844",0.16,4.9822,TW0002882008
2024/06,2883,凱基金,"39,804",0.55,"601,035",0.24,7.0922,TW0002883006
2024/06,2884,玉山金,"37,894",0.99,"1,081,863",0.24,-0.1749,TW0002884004
2024/06,2885,元大金,"31,028",0.91,"994,440",0.24,4.7724,TW0002885001
2024/06,2886,兆豐金,"29,213",1.08,"1,180,214",0.2,3.4572,TW0002886009
2024/06,2887,台新金,"30,146",0.52,"568,251",0.24,2.4456,TW0002887007
2024/06,2890,永豐金,"29,256",0.68,"743,098",0.24,10.1951,TW0002890001
2024/06,2891,中信金,"46,483",1.61,"1,759,393",0.24,6.9211,TW0002891009
2024/06,2892,第一金,"27,223",0.7,"764,954",0.2,2.1817,TW0002892007
2024/06,2912,統一超,"1,438",0.36,"393,405",0.14,1.2963,TW0002912003
2024/06,3008,大立光,259,0.65,"710,314",0.19,20.6596,TW0003008009
2024/06,3017,奇鋐,729,0.51,"557,323",0.19,-0.5201,TW0003017000
2024/06,3034,聯詠,"1,461",0.81,"885,160",0.24,2.1921,TW0003034005
2024/06,3037,欣興,"3,339",0.55,"601,035",0.22,-1.3698,TW0003037008
2024/06,3045,台灣大,"3,779",0.37,"404,333",0.1,1.4218,TW0003045001
2024/06,3231,緯創,"7,217",0.7,"764,954",0.25,-3.0794,TW0003231007
2024/06,3661,世芯-KY,191,0.43,"469,900",0.24,-14.4597,KYG022421088
2024/06,3711,日月光投控,"8,626",1.33,"1,453,412",0.2,7.3248,TW0003711008
2024/06,4904,遠傳,"4,548",0.35,"382,477",0.13,0.7187,TW0004904008
2024/06,4938,和碩,"5,229",0.5,"546,395",0.2,2.4327,TW0004938006
2024/06,5871,中租-KY,"3,560",0.5,"546,395",0.22,0.9867,KYG202881093
2024/06,5876,上海商銀,"9,492",0.4,"437,116",0.2,-0.0001,TW0005876007
2024/06,5880,合庫金,"26,899",0.64,"699,386",0.18,1.7614,TW0005880009
2024/06,6505,台塑化,"3,541",0.21,"229,486",0.04,-3.8575,TW0006505001
2024/06,6669,緯穎,219,0.53,"579,179",0.13,8.8083,TW0006669005
2024/06,M1100,水泥工業,,0.53,"579,179",,3.9127,
2024/06,M1200,食品工業,,0.91,"994,440",,1.6986,
2024/06,M1300,塑膠工業,,1.5,"1,639,186",,-7.3895,
2024/06,M1500,電機機械,,0.31,"338,765",,9.3718,
2024/06,M2000,鋼鐵工業,,0.64,"699,386",,-1.8163,
2024/06,M2200,汽車工業,,0.47,"513,612",,-0.4413,
2024/06,M2300,電子工業,,82.11,"89,729,046",,12.1206,
2024/06,M2600,航運業,,0.46,"502,684",,0.8959,
2024/06,M2800,金融業(合計),,11.41,"12,468,742",,4.3641,
2024/06,M2900,貿易百貨,,0.36,"393,405",,0.9907,
2024/06,M9700,油電燃氣業,,0.21,"229,486",,-3.319,
2024/06,M9900,其他,,0.5,"546,395",,1.3954,
2024/06,MTSE,國內上市,,99.41,"108,634,325",,8.7752,
2024/06,TT99,基金總規模,,,"109,279,072",,,
2024/05,2303,聯電,"28,240",1.7,"1,553,194",0.23,8.4813,TW0002303005
2024/05,2308,台達電,"5,202",1.85,"1,690,514",0.2,1.4041,TW0002308004
