0056 元大高股息--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/08,M2300,電子工業,,17.41,"54,982,662",,1.1137,
2024/08,M2800,金融業(合計),,6.05,"19,108,687",,-1.1415,
2024/08,MTSE,國內上市,,29,"91,595,823",,0.3097,
2024/08,TT99,基金總規模,,,"315,862,069",,,
2024/07,1102,亞泥,"185,518",2.55,"7,689,715",5.23,-0.7186,TW0001102002
2024/07,1402,遠東新,"244,142",2.75,"8,300,832",4.56,0.4118,TW0001402006
2024/07,2303,聯電,"177,698",2.97,"8,955,997",1.42,-4.3642,TW0002303005
2024/07,2379,瑞昱,"16,595",2.82,"8,496,412",3.24,-6.2274,TW0002379005
2024/07,2454,聯發科,"6,941",2.81,"8,467,765",0.43,-10.9302,TW0002454006
2024/07,2885,元大金,"237,473",2.58,"7,789,112",1.87,2.3404,TW0002885001
2024/07,2886,兆豐金,"230,903",3.31,"9,975,010",1.6,6.9308,TW0002886009
2024/07,2890,永豐金,"343,090",3.03,"9,126,192",2.77,4.7245,TW0002890001
2024/07,3034,聯詠,"17,609",3.05,"9,209,553",2.89,-8.8513,TW0003034005
2024/07,4938,和碩,"77,502",2.58,"7,788,987",2.91,-3.8279,TW0004938006
2024/07,M1100,水泥工業,,2.55,"7,689,715",,-1.2123,
2024/07,M1400,紡織纖維,,2.75,"8,300,832",,-0.0496,
2024/07,M2300,電子工業,,14.24,"42,918,714",,-5.3369,
2024/07,M2800,金融業(合計),,8.92,"26,890,313",,3.2236,
2024/07,MTSE,國內上市,,28.46,"85,799,574",,-3.6162,
2024/07,TT99,基金總規模,,,"301,467,696",,,
2024/06,1102,亞泥,"172,653",2.54,"7,570,841",4.87,5.5354,TW0001102002
2024/06,1303,南亞,"96,735",1.6,"4,769,034",1.22,-7.331,TW0001303006
2024/06,1319,東陽,"27,599",1,"2,980,646",4.67,-0.7318,TW0001319002
2024/06,1402,遠東新,"227,459",2.69,"8,017,938",4.25,4.29,TW0001402006
2024/06,1477,聚陽,"11,753",1.66,"4,947,873",4.86,9.3507,TW0001477008
2024/06,1605,華新,"169,603",2.02,"6,020,905",4.21,-0.9927,TW0001605004
2024/06,2006,東和鋼鐵,"35,545",0.83,"2,473,936",4.87,0.7237,TW0002006004
2024/06,2027,大成鋼,"104,613",1.26,"3,755,614",4.3,-6.3886,TW0002027000
2024/06,2105,正新,"144,662",2.4,"7,153,551",4.46,-15.6328,TW0002105004
2024/06,2301,光寶科,"59,613",2.12,"6,318,970",2.54,-1.3953,TW0002301009
2024/06,2303,聯電,"165,354",3.09,"9,210,197",1.32,1.2727,TW0002303005
2024/06,2317,鴻海,"31,756",2.28,"6,795,873",0.23,24.4188,TW0002317005
2024/06,2324,仁寶,"197,564",2.3,"6,855,486",4.48,-6.3426,TW0002324001
2024/06,2347,聯強,"81,142",1.99,"5,931,486",4.86,-9.8918,TW0002347002
2024/06,2353,宏碁,"91,614",1.44,"4,292,130",3.01,-8.4816,TW0002353000
