00690 兆豐臺灣藍籌30--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/03,M1300,塑膠工業,,5.34,"78,578",,-4.6368,
2024/03,M1400,紡織纖維,,0.81,"11,919",,0.526,
2024/03,M1500,電機機械,,1.85,"27,223",,11.8483,
2024/03,M2300,電子工業,,75.94,"1,117,455",,9.2822,
2024/03,M2800,金融業(合計),,10.53,"154,949",,6.3452,
2024/03,M9900,其他,,2.35,"34,580",,-1.1667,
2024/03,MTSE,國內上市,,98.23,"1,445,452",,6.9999,
2024/03,TT99,基金總規模,,,"1,471,498",,,
2024/02,1301,台塑,743,3.21,"53,245",0.01,-0.5549,TW0001301000
2024/02,1303,南亞,769,2.77,"45,918",0.01,-1.9704,TW0001303006
2024/02,2308,台達電,296,5.26,"87,090",0.01,5.1786,TW0002308004
2024/02,2330,台積電,720,29.97,"496,595",0,9.8725,TW0002330008
2024/02,2412,中華電,709,5.15,"85,399",0.01,1.2604,TW0002412004
2024/02,2454,聯發科,211,14.51,"240,441",0.01,18.0125,TW0002454006
2024/02,2881,富邦金,"1,299",5.33,"88,318",0.01,5.4263,TW0002881000
2024/02,2882,國泰金,"1,340",3.64,"60,375",0.01,2.0385,TW0002882008
2024/02,3034,聯詠,80,2.88,"47,802",0.01,17.6126,TW0003034005
2024/02,3661,世芯-KY,10,2.44,"40,398",0.01,6.1539,KYG022421088
2024/02,M1300,塑膠工業,,5.98,"99,163",,-0.668,
2024/02,M2300,電子工業,,60.21,"997,726",,7.261,
2024/02,M2800,金融業(合計),,8.97,"148,693",,2.8429,
2024/02,MTSE,國內上市,,75.17,"1,245,582",,6.0213,
2024/02,TT99,基金總規模,,,"1,656,986",,,
2024/01,1301,台塑,579,3.48,"41,738",0.01,-8.9647,TW0001301000
2024/01,1303,南亞,600,3.05,"36,514",0.01,-8.4212,TW0001303006
2024/01,2308,台達電,231,5.39,"64,548",0.01,-10.6859,TW0002308004
2024/01,2330,台積電,561,29.41,"352,316",0,5.9022,TW0002330008
2024/01,2412,中華電,552,5.49,"65,743",0.01,-0.8332,TW0002412004
2024/01,2454,聯發科,164,13.25,"158,732",0.01,-2.3047,TW0002454006
2024/01,2881,富邦金,"1,012",5.45,"65,304",0.01,-0.4629,TW0002881000
2024/01,2882,國泰金,"1,045",3.85,"46,125",0.01,-3.4972,TW0002882008
2024/01,3034,聯詠,62,2.64,"31,683",0.01,-1.1606,TW0003034005
2024/01,3661,世芯-KY,8,2.48,"29,663",0.01,19.084,KYG022421088
2024/01,M1300,塑膠工業,,6.53,"78,252",,-8.2167,
2024/01,M2300,電子工業,,58.65,"702,685",,1.6066,
2024/01,M2800,金融業(合計),,9.3,"111,429",,-2.7609,
2024/01,MTSE,國內上市,,74.48,"892,366",,-0.2299,
2024/01,TT99,基金總規模,,,"1,198,099",,,
2023/12,1102,亞泥,280,0.94,"11,606",0.01,-0.5996,TW0001102002
2023/12,1229,聯華,117,0.63,"7,779",0.01,-2.4855,TW0001229003
2023/12,1301,台塑,581,3.73,"46,054",0.01,-1.9801,TW0001301000
2023/12,1303,南亞,602,3.24,"40,004",0.01,-2.3496,TW0001303006
2023/12,1476,儒鴻,20,0.92,"11,359",0.01,-5.2276,TW0001476000
2023/12,1590,亞德客-KY,15,1.21,"14,940",0.01,-6.9125,KYG014081064
2023/12,2049,上銀,33,0.62,"7,655",0.01,2.8448,TW0002049004
2023/12,2308,台達電,231,5.87,"72,476",0.01,-0.9477,TW0002308004
2023/12,2327,國巨,42,2.04,"25,188",0.01,-0.6657,TW0002327004
2023/12,2330,台積電,563,27.04,"333,860",0,3.3028,TW0002330008
2023/12,2379,瑞昱,52,1.98,"24,447",0.01,4.8944,TW0002379005
2023/12,2395,研華,53,1.59,"19,632",0.01,5.2331,TW0002395001
2023/12,2408,南亞科,130,0.82,"10,124",0,4.0001,TW0002408002
